Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"['We should treat people in early stages of Covid with HQC instead of putting all of our hope into a vaccine.', 'We should treat people in early stages of Covid with HQC instead of putting all of our hope in a vaccine.', 'We should treat people in early stages of Covid with HQC, instead of putting all of our hope into a vaccine.', 'We should treat people in early stages of Covid with HQC instead of putting all our hope into a vaccine.']",1,0,0,0,0,0,0,0,0,0,0,0
"['One Pfizer trial participant told CNBC that after the second shot, he woke up with chills, shaking so hard he cracked a tooth.', 'One Pfizer trial participant told CNBC that after the second shot, he woke up with chills, shaking so hard that he cracked a tooth.', 'One Pfizer trial participant told CNBC that after the second shot, he woke up with chills and cracked a tooth.', ""One Pfizer trial participant told CNBC that after the second shot, he woke up with chills, shaking so hard he cracked a tooth, and he's gonna have to give a vaccine that produces those symptoms a hard""]",0,0,0,0,0,0,0,0,1,0,0,0
"[""Natural immunity is much stronger than Pfizer's vaccine."", ""Natural immunity is much stronger than Pfizer vaccine's immunity."", 'Natural immunity is much stronger than the Pfizer vaccine.', ""Natural immunity is far stronger than Pfizer vaccine's immunity.""]",1,0,0,0,0,0,0,0,0,0,0,0
"['Pfizer has been granted legal protection from legal action by the UK government.', 'Pfizer has been granted a legal indemnity by the UK government to protect it from being sued.', 'Pfizer has been granted a legal indemnity by the UK government, which protects it from being sued.', 'Pfizer has been granted a legal indemnity by the UK government to protect it from legal action.']",0,0,1,0,1,0,1,0,0,0,0,0
"[""I wouldn't want to be inoculated of anything that claims to be a COVID-19 vaccine regardless of country of origin because it's most likely rushed and not fully effective anyway."", ""I don't want to be inoculated of anything that claims to be a COVID-19 vaccine regardless of country of origin because it's most likely rushed and not fully effective anyway."", ""I don't want to be inoculated of anything that claims to be a COVID-19 vaccine regardless of country of origin because it's most likely rushed and not fully effective anyways."", ""I wouldn't want to be inoculated of anything that claims to be a COVID-19 vaccine regardless of country of origin because it's most likely rushed and not fully effective anyways.""]",0,0,0,0,0,0,1,0,0,1,0,0
"['The global covid psyop and depopulation vaccine agenda is rare because of the global MSM brainwashing.', 'The global covid psyop and depopulation vaccine agenda is rare because of the global MSM brainwashing, but anyone with an ounce of intelligence can do it.', 'The global covid psyop and depopulation vaccine agenda is rare due to the global MSM brainwashing, but anyone with an ounce of intelligence can do it.', 'The global covid psyop and depopulation vaccine agenda is rare because of the global MSM brainwashing, but anyone with an ounce of intelligence is a brick of pure Gold.']",0,0,0,1,0,0,0,0,0,0,0,0
"[""I'm pretty sure no head of state will be getting that vaccine."", ""I'm pretty sure no head of state will be getting the Pfizer vaccine."", ""I'm pretty sure no head of state will be getting that vaccine..."", ""I'm pretty sure no head of state will be getting that vaccine, not even Pfizer.""]",0,0,0,0,0,0,0,1,0,0,0,0
"['Not all of us are sick with the flu.', 'Not all of us are fucked up.', 'Not all of us are going to be dead by the time you get your vaccine.', 'Not all of us are going to be dead by the end of the year.']",1,0,0,1,0,0,0,0,0,0,0,0
"['The severity of the disease, hospitalizations and deaths are more important than the infections.', 'The severity of the disease, hospitalizations and deaths is more important than the number of infections.', 'The severity of the disease, hospitalizations and deaths is more important than the infections.', 'The severity of the disease, hospitalizations and deaths are more important than the number of infections.']",1,0,0,0,0,0,0,0,0,0,0,0
"['First real world data shows that the Oxford vaccine causes more side-effects.', 'The Oxford vaccine is causing more side-effects.', 'The Oxford vaccine is causing more side-effects in the real world.', 'The Oxford vaccine is causing more side-effects in real life.']",0,0,0,0,0,0,0,0,1,0,0,0
"['People have the right to refuse the vaccine if they so choose.', 'People should have the right to refuse the vaccine because it is mostly safe.', ""People should have the right to refuse the vaccine because there is no reason to believe it isn't safe."", 'People should have the right to refuse the vaccine because there is no reason to believe it is not safe.']",0,1,0,0,0,0,0,0,1,0,0,0
"['Think of the number of flu injections given in a year, now look up the number of flu deaths every year, if we can not contain the flu with a vaccine.', ""Think of the number of flu injections given in a year, now look up the number of flu deaths every year, if we can't contain the flu with a vaccine."", 'Think of the number of flu injections given in a year, now go look up the number of flu deaths every year, if we can not contain the flu with a vaccine.', ""Think of the number of flu injections given in a year, now go look up the number of flu deaths every year, if we can't contain the flu with a vaccine.""]",0,0,0,0,0,0,0,0,0,1,0,0
"[""I shouldn't need a vaccine if I'm not wearing a mask."", ""I shouldn't need a vaccine if I don't wear a mask."", ""I don't need a vaccine if I don't wear a mask."", ""I don't need a vaccine if I don't wear masks.""]",1,0,0,0,0,0,0,0,0,0,0,0
"['A 53-year-old South Australian man is being treated in intensive care for blood clotting that health authorities say is linked to the AstraZeneca vaccine.', 'A 53-year-old South Australian man is being treated in intensive care for blood clotting that health authorities say is linked to the vaccine.', 'A 53-year-old South Australian man is being treated in intensive care for blood clot that health authorities say is linked to the vaccine.', 'A 53-year-old South Australian man is in intensive care for blood clotting that health authorities say is linked to the vaccine.']",0,0,0,0,0,0,0,0,1,0,0,0
"['The market has been consuming the Pfizer vaccine since last year.', ""The market has been consuming Pfizer's vaccine since last year, but five more years of safety testing is needed because they aren't happy with the levels of heart issues."", ""The market has been consuming Pfizer's vaccine since last year, but five more years of safety testing has been requested because they aren't happy with the levels of heart issues."", ""The market has been consuming Pfizer's vaccine since last year, but five more years of safety testing is needed because they don't like the levels of heart issues.""]",0,0,0,0,0,0,1,0,1,0,0,0
"[""We have a vaccine for covid 19 after one year, but it doesn't make sense."", ""We have a vaccine for covid 19 after one year, but it doesn't make sense!"", ""We don't have a vaccine for covid 19 after 1 year, it's not logical."", ""We don't have a vaccine for covid 19 after 1 year, it's not logical!""]",0,0,0,0,0,0,1,0,0,0,0,0
"[""If you're looking for someone who will profit from Covid vaccine, look towards Fauci."", ""If you're looking for someone to profit from Covid vaccine, look towards Fauci."", ""If you're looking for someone who will profit from Covid vaccine, look at Fauci."", ""If you're looking for someone who will profit from Covid vaccine, look for Fauci.""]",0,0,1,0,0,0,0,0,0,0,0,0
"[""I don't trust Russian technology so I wouldn't be among the first to receive the vaccine."", ""I don't trust Russian technology so I wouldn't be among the first to get a dose of the vaccine."", ""I don't trust Russian technology so I wouldn't be among the first to receive a dose of the vaccine."", ""I don't trust Russian technology so I wouldn't be among the first to get a dose of their vaccine.""]",0,0,0,0,0,1,0,0,0,0,0,0
"[""Big pharma won't be liable if there is a side effect from the vaccines."", 'Big pharma will not be held responsible if there is a side effect from the vaccines.', ""Big pharma won't be liable if there is a side effect from vaccines."", ""Big pharma won't be liable if there is a vaccine side effect.""]",0,0,1,1,0,0,0,0,1,0,0,0
"[""The myocarditis seems to increase with each dose and the FDA is not sure about giving dose 3 to healthy under 65's."", ""The myocarditis seems to increase with each dose of Pfizer and the FDA is not sure about giving dose 3 to healthy under 65's."", ""The myocarditis seems to increase with each dose of Pfizer and the FDA is unsure about giving dose 3 to healthy under 65's."", ""The myocarditis seems to increase with each dose, so I'm worried about dose 3.""]",0,0,0,0,0,0,0,0,1,0,0,0
